Name|Attack|Defense|Health|Move1|Move2|Move3|Move4
Axew|87|60|46|Tackle:40|Headbutt:70|Aerial Ace:60|Hyper Beam:150
Fraxure|117|70|66|Headbutt:70|Aerial Ace:60|Hyper Beam:150|Surf:90
Haxorus|147|90|76|Dragon Breath:60|Dragon Pulse:85|Ice Beam:90|Outrage:120
Cubchoo|70|40|55|Tackle:40|Body Slam:85|Slash:70|Hyper Beam:150
Beartic|130|80|95|Ice Shard:40|Shadow Ball:80|Blizzard:110|Flamethrower:90
Cryogonal|50|50|80|Powder Snow:40|Ice Shard:40|Flamethrower:90|Blizzard:110
Shelmet|40|85|50|Tackle:40|Headbutt:70|Bite:60|Hyper Beam:150
Accelgor|70|40|80|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Stunfisk|66|84|109|Tackle:40|Headbutt:70|Slash:70|Hyper Beam:150
Mienfoo|85|50|45|Headbutt:70|Brick Break:75|Hyper Beam:150|Shadow Ball:80
Mienshao|125|60|65|Karate Chop:50|Brick Break:75|Thunderbolt:90|Focus Punch:150
Druddigon|120|90|77|Headbutt:70|Surf:90|Hyper Beam:150|Slash:70
Golett|74|50|59|Tackle:40|Body Slam:85|Shadow Ball:80|Hyper Beam:150
Golurk|124|80|89|Tackle:40|Headbutt:70|Slash:70|Hyper Beam:150
Pawniard|85|70|45|Tackle:40|Headbutt:70|Slash:70|Hyper Beam:150
Bisharp|125|100|65|Metal Claw:50|Flash Cannon:80|Brick Break:75|Ice Beam:90
Bouffalant|110|95|95|Tackle:40|Headbutt:70|Brick Break:75|Hyper Beam:150
Rufflet|83|50|70|Headbutt:70|Bite:60|Hyper Beam:150|Aerial Ace:60
Braviary|123|75|100|Gust:40|Air Slash:75|Energy Ball:90|Hurricane:110
Vullaby|55|75|70|Tackle:40|Headbutt:70|Brick Break:75|Hyper Beam:150
Mandibuzz|65|105|110|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Heatmor|97|66|85|Ember:40|Flame Wheel:60|Ice Beam:90|Fire Blast:110
Durant|109|112|58|Struggle Bug:50|X-Scissor:80|Brick Break:75|Megahorn:120
Deino|65|50|52|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Zweilous|85|70|72|Tackle:40|Headbutt:70|Ice Beam:90|Hyper Beam:150
Hydreigon|105|90|92|Dragon Breath:60|Dragon Claw:80|Shadow Ball:80|Outrage:120
Larvesta|85|55|55|Headbutt:70|Aerial Ace:60|Hyper Beam:150|Surf:90
Volcarona|60|65|85|Struggle Bug:50|Bug Bite:60|Energy Ball:90|Megahorn:120
Cobalion|90|129|91|Headbutt:70|Body Slam:85|Bite:60|Hyper Beam:150
Terrakion|129|90|91|Tackle:40|Headbutt:70|Rock Slide:75|Hyper Beam:150
Virizion|90|72|91|Tackle:40|Headbutt:70|Surf:90|Hyper Beam:150
Tornadus|100|80|79|Headbutt:70|Body Slam:85|Surf:90|Hyper Beam:150
Thundurus|105|70|79|Headbutt:70|Energy Ball:90|Hyper Beam:150|Slash:70
Reshiram|120|100|100|Headbutt:70|Brick Break:75|Hyper Beam:150|Rock Slide:75
Zekrom|150|120|100|Spark:65|Thunderbolt:90|Surf:90|Thunder:110
Landorus|145|90|89|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Kyurem|120|90|125|Headbutt:70|Slash:70|Hyper Beam:150|Flamethrower:90
Keldeo|72|90|91|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Meloetta|128|90|100|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Genesect|120|95|71|Headbutt:70|Body Slam:85|Energy Ball:90|Hyper Beam:150
Chespin|61|65|56|Headbutt:70|Rock Slide:75|Hyper Beam:150|Energy Ball:90
Quilladin|78|95|61|Headbutt:70|Bite:60|Hyper Beam:150|Brick Break:75
Chesnaught|107|122|88|Tackle:40|Body Slam:85|Surf:90|Hyper Beam:150
Fennekin|45|40|40|Headbutt:70|Slash:70|Hyper Beam:150|Slash:70
Braixen|59|58|59|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Delphox|69|72|75|Psybeam:65|Psychic:90|Bite:60|Ice Beam:90
Froakie|56|40|41|Bubble Beam:65|Surf:90|Shadow Ball:80|Hydro Pump:110
Frogadier|63|52|54|Tackle:40|Headbutt:70|Brick Break:75|Hyper Beam:150
Greninja|145|67|72|Bubble Beam:65|Surf:90|Night Slash:70|Hydro Pump:110
Bunnelby|36|38|38|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Diggersby|56|77|85|Tackle:40|Headbutt:70|Thunderbolt:90|Hyper Beam:150
Fletchling|50|43|45|Tackle:40|Headbutt:70|Thunderbolt:90|Hyper Beam:150
Fletchinder|73|55|62|Tackle:40|Headbutt:70|Ice Beam:90|Hyper Beam:150
Talonflame|81|71|78|Flame Wheel:60|Aerial Ace:60|Fire Blast:110|Rock Slide:75
Scatterbug|35|40|38|Headbutt:70|Flamethrower:90|Hyper Beam:150|Surf:90
Spewpa|22|60|45|Headbutt:70|Flamethrower:90|Hyper Beam:150|Thunderbolt:90
Vivillon|52|50|80|Bug Bite:60|Ice Beam:90|Megahorn:120|Rock Slide:75
Litleo|50|58|62|Flame Wheel:60|Surf:90|Fire Blast:110|Bite:60
Pyroar|68|72|86|Ember:40|Flame Wheel:60|Ice Beam:90|Fire Blast:110
Flabébé|38|39|44|Fairy Wind:40|Draining Kiss:50|Energy Ball:90|Moonblast:95
Floette|65|67|74|Draining Kiss:50|Brick Break:75|Moonblast:95|Flamethrower:90
Florges|65|68|78|Fairy Wind:40|Draining Kiss:50|Energy Ball:90|Moonblast:95
Skiddo|65|48|66|Tackle:40|Headbutt:70|Thunderbolt:90|Hyper Beam:150
Gogoat|100|62|123|Vine Whip:45|Energy Ball:90|Ice Beam:90|Solar Beam:120
Pancham|82|62|67|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Pangoro|124|78|95|Karate Chop:50|Close Combat:120|Flamethrower:90|Focus Punch:150
Furfrou|80|60|75|Headbutt:70|Shadow Ball:80|Hyper Beam:150|Thunderbolt:90
Espurr|48|54|62|Headbutt:70|Body Slam:85|Ice Beam:90|Hyper Beam:150
Meowstic|48|76|74|Headbutt:70|Body Slam:85|Surf:90|Hyper Beam:150
Honedge|80|100|45|Tackle:40|Body Slam:85|Energy Ball:90|Hyper Beam:150
Doublade|110|150|59|Tackle:40|Headbutt:70|Rock Slide:75|Hyper Beam:150
Aegislash|150|50|60|Iron Head:80|Flash Cannon:80|Rock Slide:75|Surf:90
Spritzee|52|60|78|Tackle:40|Body Slam:85|Flamethrower:90|Hyper Beam:150
Aromatisse|72|72|101|Fairy Wind:40|Draining Kiss:50|Shadow Ball:80|Moonblast:95
Swirlix|48|66|62|Headbutt:70|Ice Beam:90|Hyper Beam:150|Rock Slide:75
Slurpuff|80|86|82|Draining Kiss:50|Dazzling Gleam:80|Thunderbolt:90|Moonblast:95
Inkay|54|53|53|Headbutt:70|Surf:90|Hyper Beam:150|Aerial Ace:60
Malamar|92|88|86|Psybeam:65|Slash:70|Hyper Beam:150|Energy Ball:90
Binacle|52|67|42|Tackle:40|Body Slam:85|Rock Slide:75|Hyper Beam:150
Barbaracle|105|115|72|Tackle:40|Body Slam:85|Bite:60|Hyper Beam:150
Skrelp|60|60|50|Headbutt:70|Body Slam:85|Energy Ball:90|Hyper Beam:150
Dragalge|75|90|65|Sludge:65|Slash:70|Gunk Shot:120|Shadow Ball:80
Clauncher|53|62|50|Headbutt:70|Body Slam:85|Surf:90|Hyper Beam:150
Clawitzer|73|88|71|Headbutt:70|Body Slam:85|Ice Beam:90|Hyper Beam:150
Helioptile|38|33|44|Tackle:40|Body Slam:85|Brick Break:75|Hyper Beam:150
Heliolisk|55|52|62|Headbutt:70|Body Slam:85|Surf:90|Hyper Beam:150
Tyrunt|89|77|58|Tackle:40|Body Slam:85|Shadow Ball:80|Hyper Beam:150
Tyrantrum|121|119|82|Rock Slide:75|Flamethrower:90|Stone Edge:100|Ice Beam:90
Amaura|59|50|77|Headbutt:70|Slash:70|Hyper Beam:150|Brick Break:75
Aurorus|77|72|123|Headbutt:70|Body Slam:85|Rock Slide:75|Hyper Beam:150
Sylveon|65|65|95|Fairy Wind:40|Dazzling Gleam:80|Flamethrower:90|Moonblast:95
Hawlucha|92|75|78|Karate Chop:50|Close Combat:120|Aerial Ace:60|Shadow Ball:80
Dedenne|58|57|67|Spark:65|Thunderbolt:90|Moonblast:95|Thunder:110
Carbink|50|150|50|Tackle:40|Headbutt:70|Energy Ball:90|Hyper Beam:150
Goomy|50|35|45|Headbutt:70|Surf:90|Hyper Beam:150|Bite:60
Sliggoo|75|53|68|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Goodra|100|70|90|Tackle:40|Body Slam:85|Rock Slide:75|Hyper Beam:150
Klefki|80|91|57|Fairy Wind:40|Dazzling Gleam:80|Rock Slide:75|Moonblast:95
Phantump|70|48|43|Shadow Punch:60|Shadow Ball:80|Flamethrower:90|Energy Ball:90
Trevenant|110|76|85|Shadow Punch:60|Shadow Ball:80|Aerial Ace:60|Ice Beam:90
Pumpkaboo|66|70|59|Headbutt:70|Surf:90|Hyper Beam:150|Rock Slide:75
Gourgeist|100|122|85|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Bergmite|69|85|55|Ice Shard:40|Slash:70|Blizzard:110|Flamethrower:90
Avalugg|117|184|95|Ice Shard:40|Ice Beam:90|Energy Ball:90|Blizzard:110
Noibat|30|35|40|Headbutt:70|Ice Beam:90|Hyper Beam:150|Thunderbolt:90
Noivern|70|80|85|Gust:40|Aerial Ace:60|Dragon Pulse:85|Hurricane:110
Xerneas|131|95|126|Headbutt:70|Body Slam:85|Bite:60|Hyper Beam:150
Yveltal|131|95|126|Bite:60|Crunch:80|Thunderbolt:90|Energy Ball:90
Zygarde|100|121|216|Confusion:50|Psybeam:65|Dragon Pulse:85|Surf:90
Diancie|160|110|50|Draining Kiss:50|Aerial Ace:60|Moonblast:95|Surf:90
Hoopa|160|60|80|Tackle:40|Headbutt:70|Aerial Ace:60|Hyper Beam:150
Volcanion|110|120|80|Flame Wheel:60|Energy Ball:90|Fire Blast:110|Brick Break:75
Rowlet|55|55|68|Headbutt:70|Aerial Ace:60|Hyper Beam:150|Bite:60
Dartrix|75|75|78|Headbutt:70|Flamethrower:90|Hyper Beam:150|Bite:60
Decidueye|107|75|78|Razor Leaf:55|Energy Ball:90|Ice Beam:90|Solar Beam:120
Litten|65|40|45|Headbutt:70|Thunderbolt:90|Hyper Beam:150|Rock Slide:75
Torracat|85|50|65|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Incineroar|115|90|95|Ember:40|Flamethrower:90|Energy Ball:90|Fire Blast:110
Popplio|54|54|50|Headbutt:70|Energy Ball:90|Hyper Beam:150|Shadow Ball:80
Brionne|69|69|60|Tackle:40|Body Slam:85|Flamethrower:90|Hyper Beam:150
Primarina|74|74|80|Fairy Wind:40|Draining Kiss:50|Bite:60|Moonblast:95
Pikipek|75|30|35|Headbutt:70|Body Slam:85|Thunderbolt:90|Hyper Beam:150
Trumbeak|85|50|55|Tackle:40|Body Slam:85|Energy Ball:90|Hyper Beam:150
Toucannon|120|75|80|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Yungoos|70|30|48|Headbutt:70|Thunderbolt:90|Hyper Beam:150|Shadow Ball:80
Gumshoos|110|60|88|Tackle:40|Body Slam:85|Surf:90|Hyper Beam:150
Grubbin|62|45|47|Headbutt:70|Body Slam:85|Shadow Ball:80|Hyper Beam:150
Charjabug|82|95|57|Ember:40|Flamethrower:90|Bite:60|Fire Blast:110
Vikavolt|70|90|77|Thunder Shock:40|Spark:65|Flamethrower:90|Thunder:110
Crabrawler|82|57|47|Psybeam:65|Psychic:90|Thunderbolt:90|Energy Ball:90
Crabominable|132|77|97|Headbutt:70|Body Slam:85|Bite:60|Hyper Beam:150
Oricorio|70|70|75|Tackle:40|Headbutt:70|Surf:90|Hyper Beam:150
Cutiefly|45|40|40|Headbutt:70|Thunderbolt:90|Hyper Beam:150|Slash:70
Ribombee|55|60|60|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Rockruff|65|40|45|Tackle:40|Headbutt:70|Rock Slide:75|Hyper Beam:150
Lycanroc|115|75|85|Tackle:40|Headbutt:70|Rock Slide:75|Hyper Beam:150
Wishiwashi|140|130|45|Water Gun:40|Bubble Beam:65|Flamethrower:90|Hydro Pump:110
Mareanie|53|62|50|Headbutt:70|Slash:70|Hyper Beam:150|Flamethrower:90
Toxapex|63|152|50|Headbutt:70|Body Slam:85|Bite:60|Hyper Beam:150
Mudbray|100|70|70|Water Gun:40|Surf:90|Flamethrower:90|Hydro Pump:110
Mudsdale|125|100|100|Bubble Beam:65|Bulldoze:60|Hydro Pump:110|Surf:90
Dewpider|40|52|38|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Araquanid|70|92|68|Bubble Beam:65|Aerial Ace:60|Hydro Pump:110|Rock Slide:75
Fomantis|55|35|40|Tackle:40|Headbutt:70|Thunderbolt:90|Hyper Beam:150
Lurantis|105|90|70|Headbutt:70|Body Slam:85|Energy Ball:90|Hyper Beam:150
Morelull|35|55|40|Tackle:40|Body Slam:85|Surf:90|Hyper Beam:150
Shiinotic|45|80|60|Tackle:40|Body Slam:85|Aerial Ace:60|Hyper Beam:150
Salandit|44|40|48|Sludge:65|Sludge Bomb:90|Shadow Ball:80|Gunk Shot:120
Salazzle|64|60|68|Ember:40|Flame Wheel:60|Rock Slide:75|Fire Blast:110
Stufful|75|50|70|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Bewear|125|80|120|Headbutt:70|Body Slam:85|Brick Break:75|Hyper Beam:150
Bounsweet|30|38|42|Tackle:40|Body Slam:85|Thunderbolt:90|Hyper Beam:150
Steenee|40|48|52|Tackle:40|Body Slam:85|Brick Break:75|Hyper Beam:150
Tsareena|120|98|72|Razor Leaf:55|Energy Ball:90|Ice Beam:90|Solar Beam:120
Comfey|52|90|51|Fairy Wind:40|Draining Kiss:50|Shadow Ball:80|Moonblast:95
Oranguru|60|80|90|Tackle:40|Body Slam:85|Energy Ball:90|Hyper Beam:150
Passimian|120|90|100|Tackle:40|Body Slam:85|Flamethrower:90|Hyper Beam:150
Wimpod|35|40|25|Headbutt:70|Flamethrower:90|Hyper Beam:150|Energy Ball:90
Golisopod|125|140|75|Headbutt:70|Flamethrower:90|Hyper Beam:150|Surf:90
Sandygast|55|80|55|Bulldoze:60|Earthquake:100|Hex:65|Energy Ball:90
Palossand|75|110|85|Bulldoze:60|Earthquake:100|Hex:65|Bite:60
Pyukumuku|60|130|55|Sludge:65|Sludge Bomb:90|Aerial Ace:60|Gunk Shot:120
Type: Null|95|95|95|Headbutt:70|Body Slam:85|Slash:70|Hyper Beam:150
Silvally|95|95|95|Headbutt:70|Body Slam:85|Bite:60|Hyper Beam:150
Minior|100|60|60|Headbutt:70|Body Slam:85|Brick Break:75|Hyper Beam:150
Komala|115|65|65|Headbutt:70|Body Slam:85|Ice Beam:90|Hyper Beam:150
Turtonator|78|135|60|Vine Whip:45|Energy Ball:90|Rock Slide:75|Solar Beam:120
Togedemaru|98|63|65|Thunder Shock:40|Thunderbolt:90|Draining Kiss:50|Thunder:110
Mimikyu|90|80|55|Fairy Wind:40|Dazzling Gleam:80|Flamethrower:90|Moonblast:95
Bruxish|105|70|68|Tackle:40|Body Slam:85|Bite:60|Hyper Beam:150
Drampa|60|85|78|Rock Throw:50|Rock Slide:75|Stone Edge:100|Flamethrower:90
Dhelmise|131|100|70|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Jangmo-o|55|65|45|Dragon Claw:80|Dragon Pulse:85|Rock Slide:75|Outrage:120
Hakamo-o|75|90|55|Tackle:40|Body Slam:85|Shadow Ball:80|Hyper Beam:150
Kommo-o|110|125|75|Dragon Breath:60|Dragon Claw:80|Flamethrower:90|Outrage:120
Tapu Koko|115|85|70|Headbutt:70|Ice Beam:90|Hyper Beam:150|Ice Beam:90
Tapu Lele|85|75|70|Tackle:40|Body Slam:85|Rock Slide:75|Hyper Beam:150
Tapu Bulu|130|115|70|Headbutt:70|Thunderbolt:90|Hyper Beam:150|Surf:90
Tapu Fini|75|115|70|Headbutt:70|Thunderbolt:90|Hyper Beam:150|Shadow Ball:80
Cosmog|29|31|43|Tackle:40|Headbutt:70|Shadow Ball:80|Hyper Beam:150
Cosmoem|29|131|43|Headbutt:70|Bite:60|Hyper Beam:150|Thunderbolt:90
Solgaleo|137|107|137|Headbutt:70|Body Slam:85|Energy Ball:90|Hyper Beam:150
Lunala|113|89|137|Headbutt:70|Aerial Ace:60|Hyper Beam:150|Energy Ball:90
Nihilego|53|47|109|Poison Sting:15|Sludge:65|Bite:60|Gunk Shot:120
Buzzwole|139|139|107|Headbutt:70|Body Slam:85|Flamethrower:90|Hyper Beam:150
Pheromosa|137|37|71|Tackle:40|Body Slam:85|Ice Beam:90|Hyper Beam:150
Xurkitree|89|71|83|Razor Leaf:55|Flamethrower:90|Solar Beam:120|Aerial Ace:60
Celesteela|101|103|97|Iron Head:80|Rock Slide:75|Hyper Beam:150|Brick Break:75
Kartana|181|131|59|Headbutt:70|Shadow Ball:80|Hyper Beam:150|Shadow Ball:80
Guzzlord|101|53|223|Tackle:40|Body Slam:85|Surf:90|Hyper Beam:150
Necrozma|107|101|97|Tackle:40|Headbutt:70|Bite:60|Hyper Beam:150
Magearna|95|115|80|Headbutt:70|Body Slam:85|Ice Beam:90|Hyper Beam:150
